album_name,track_name,artist,featuring,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,duration_ms,explicit,key_name,mode_name,key_mode,popularity,lyrics,cleaned_lyrics
The Taylor Swift Holiday Collection,Santa Baby,Taylor Swift,,0.759,0.509,5,-6.593,1,0.0271,0.159,0.0,0.153,0.75,107.948,4,158600,False,F,major,F major,,"[Chorus]
Santa baby, slip a sable under the tree, for me
I have been an awful good girl, Santa baby
So hurry down the chimney tonight
Santa baby, a '54 convertible, too, light blue
Well I will wait up for you, dear, Santa baby
So hurry down the chimney tonight, yeah

[Verse 1]
Think of all the fun I have missed
Think of all the boys I have not kissed
Next year I could be just as good
If you check off my Christmas list

[Chorus]
Santa baby, I want a yacht and really that's not a lot
I have been an angel all year, Santa baby
So hurry down the chimney tonight
Santa, honey, there is one more thing I really do need, the deed
To a platinum mine, Santa honey
So hurry down the chimney tonight

[Verse 2]
Come and trim my Christmas tree
With some decorations bought at Tiffany's
I really do believe in you
Let us see if you believe in me

[Chorus]
Santa baby, forgot to mention one little thing
A ring
And I don't mean on the phone, Santa baby
So hurry down the chimney tonight","Santa baby, slip a sable under the tree, for me I have been an awful good girl, Santa baby So hurry down the chimney tonight Santa baby, a '54 convertible, too, light blue Well I will wait up for you, dear, Santa baby So hurry down the chimney tonight, yeah Think of all the fun I have missed Think of all the boys I have not kissed Next year I could be just as good If you check off my Christmas list Santa baby, I want a yacht and really that's not a lot I have been an angel all year, Santa baby So hurry down the chimney tonight Santa, honey, there is one more thing I really do need, the deed To a platinum mine, Santa honey So hurry down the chimney tonight Come and trim my Christmas tree With some decorations bought at Tiffany's I really do believe in you Let us see if you believe in me Santa baby, forgot to mention one little thing A ring And I don't mean on the phone, Santa baby So hurry down the chimney tonight"
The Taylor Swift Holiday Collection,Silent Night,Taylor Swift,,0.423,0.311,7,-7.581,1,0.0319,0.621,0.0,0.0987,0.134,119.546,3,209893,False,G,major,G major,,"[Verse 1]
Silent night, holy night
All is calm and all is bright
Round yon virgin mother and child
Holy infant so tender and mild
Sleep in heavenly peace
Sleep in heavenly peace

[Verse 2]
Silent night, holy night
Shepherds quake at the sight
Glories stream from Heaven afar
Heavenly hosts sing Hallelujah
Christ the Saviour is born
Christ our Saviour is born

[Verse 3]
Silent night, holy night
Son of God
Love's pure light
Radiant beams from thy holy face
With the dawn of redeeming grace
Jesus Lord at thy birth
Jesus Lord at thy birth

[Outro]
Hallelujah!
Hallelujah!
Hallelujah!
Christ the Saviour is born","Silent night, holy night All is calm and all is bright Round yon virgin mother and child Holy infant so tender and mild Sleep in heavenly peace Sleep in heavenly peace Silent night, holy night Shepherds quake at the sight Glories stream from Heaven afar Heavenly hosts sing Hallelujah Christ the Saviour is born Christ our Saviour is born Silent night, holy night Son of God Love's pure light Radiant beams from thy holy face With the dawn of redeeming grace Jesus Lord at thy birth Jesus Lord at thy birth Hallelujah! Hallelujah! Hallelujah! Christ the Saviour is born"
The Taylor Swift Holiday Collection,Christmas Must Be Something More,Taylor Swift,,0.689,0.793,7,-4.838,1,0.0356,0.298,0.0,0.107,0.506,122.879,4,232147,False,G,major,G major,,"[Verse 1]
What if ribbons and bows didn't mean a thing?
Would the song still survive without five golden rings?
Would you still wanna kiss without mistletoe?
What would happen if God never let it snow?
What would happen if Christmas carols told a lie?
Tell me, what would you find?

[Chorus]
You'd see that today holds something special
Something holy, not superficial
So here's to the birthday boy who saved our lives
It's something we all try to ignore
And put a wreath up on your door
So here's something you should know that is for sure
Christmas must be something more

[Verse 2]
What if angels did not pay attention to
All the things that we wished they would always do?
What if happiness came in a cardboard box?
Then I think there is something we all forgot
What would happen if presents all went away?
Tell me, what would you find?

[Chorus]
You'd see that today holds something special
Something holy, not superficial
So here's to the birthday boy who saved our lives
It's something we all try to ignore
And put a wreath up on your door
So here's something you should know that is for sure
Christmas must be something more

[Bridge]
We get so caught up in all of it
Business and relationships
Hundred-mile-an-hour lives
And it's this time of year
And everybody's here
It seems the last thing on your mind

[Chorus]
Is that the day holds something special
Something holy, not superficial
So here's to Jesus Christ who saved our lives
It's something we all try to ignore
And put a wreath up on your door
But here's something you should know that is for sure
Christmas must be something
Christmas must be something
Christmas must be something more

[Outro]
There's gotta be more
There's gotta be more","What if ribbons and bows didn't mean a thing? Would the song still survive without five golden rings? Would you still wanna kiss without mistletoe? What would happen if God never let it snow? What would happen if Christmas carols told a lie? Tell me, what would you find? You'd see that today holds something special Something holy, not superficial So here's to the birthday boy who saved our lives It's something we all try to ignore And put a wreath up on your door So here's something you should know that is for sure Christmas must be something more What if angels did not pay attention to All the things that we wished they would always do? What if happiness came in a cardboard box? Then I think there is something we all forgot What would happen if presents all went away? Tell me, what would you find? You'd see that today holds something special Something holy, not superficial So here's to the birthday boy who saved our lives It's something we all try to ignore And put a wreath up on your door So here's something you should know that is for sure Christmas must be something more We get so caught up in all of it Business and relationships Hundred-mile-an-hour lives And it's this time of year And everybody's here It seems the last thing on your mind Is that the day holds something special Something holy, not superficial So here's to Jesus Christ who saved our lives It's something we all try to ignore And put a wreath up on your door But here's something you should know that is for sure Christmas must be something Christmas must be something Christmas must be something more There's gotta be more There's gotta be more"
The Taylor Swift Holiday Collection,White Christmas,Taylor Swift,,0.562,0.392,9,-9.014,1,0.0287,0.587,0.0,0.224,0.514,145.792,4,154000,False,A,major,A major,,"[Verse 1]
I'm dreaming of a white Christmas
Just like the ones I used to know
Where the tree tops glisten and children listen
To hear sleigh bells in the snow

[Verse 2]
I'm dreaming of a white Christmas
With every Christmas card I write
May your days be merry and bright
And may all your Christmases be white

[Intermission]

[Verse 3]
I'm dreaming of a white Christmas
Just like the ones I used to know
So may your days be merry and bright
And may all your Christmases be white

[Outro]
May your days be merry and bright
And may all your Christmases be white",I'm dreaming of a white Christmas Just like the ones I used to know Where the tree tops glisten and children listen To hear sleigh bells in the snow I'm dreaming of a white Christmas With every Christmas card I write May your days be merry and bright And may all your Christmases be white I'm dreaming of a white Christmas Just like the ones I used to know So may your days be merry and bright And may all your Christmases be white May your days be merry and bright And may all your Christmases be white
Fearless,Jump Then Fall,Taylor Swift,,0.618,0.687,2,-5.737,1,0.0271,0.111,0.0,0.0693,0.82,79.991,4,237067,False,D,major,D major,38.0,,
Fearless,Untouchable,Taylor Swift,,0.419,0.454,5,-6.809,1,0.0335,0.0583,3.78e-06,0.0974,0.288,200.017,4,311040,False,F,major,F major,40.0,,
Fearless,Forever & Always (Piano Version),Taylor Swift,,0.592,0.16,9,-10.785,1,0.0347,0.852,0.0,0.116,0.294,118.929,4,267507,False,A,major,A major,,,
Fearless,Come In With The Rain,Taylor Swift,,0.527,0.475,2,-6.205,1,0.0258,0.0868,4.34e-06,0.248,0.224,143.962,4,238107,False,D,major,D major,35.0,,
Fearless,SuperStar,Taylor Swift,,0.61,0.531,2,-6.123,1,0.0239,0.367,0.0,0.351,0.228,85.979,4,261453,False,D,major,D major,34.0,,
Fearless,The Other Side Of The Door,Taylor Swift,,0.476,0.816,4,-4.279,1,0.0347,0.169,0.0,0.238,0.469,163.847,4,237600,False,E,major,E major,35.0,,
Fearless,Fearless,Taylor Swift,,0.598,0.714,5,-4.397,1,0.0273,0.0364,1.04e-06,0.31,0.467,99.979,4,242000,False,F,major,F major,47.0,"[Verse 1]
There's something 'bout the way
The street looks when it's just rained
There's a glow off the pavement, you walk me to the car
And you know I wanna ask you to dance right there
In the middle of the parking lot, yeah
Oh, yeah

[Verse 2]
We're driving down the road, I wonder if you know
I'm trying so hard not to get caught up now
But you're just so cool, run your hands through your hair
Absentmindedly making me want you

[Chorus]
And I don't know how it gets better than this
You take my hand and drag me head first, fearless
And I don't know why but with you, I'd dance
In a storm in my best dress, fearless

[Verse 3]
So, baby, drive slow 'til we run out of road
In this one horse town, I wanna stay right here
In this passenger's seat
You put your eyes on me
In this moment now, capture it, remember it

[Chorus]
'Cause I don't know how it gets better than this
You take my hand and drag me head first, fearless
And I don't know why but with you, I'd dance
In a storm in my best dress, fearless

[Bridge]
Well, you stood there with me in the doorway
My hands shake, I'm not usually this way but
You pull me in and I'm a little more brave
It's the first kiss, it's flawless, really something
It's fearless
Oh, yeah

[Chorus]
'Cause I don't know how it gets better than this
You take my hand and drag me head first, fearless
And I don't know why but with you, I'd dance
In a storm in my best dress, fearless
'Cause I don't know how it gets better than this
You take my hand and drag me head first, fearless
And I don't know why but with you, I'd dance
In a storm in my best dress, fearless

[Outro]
Oh, oh
Oh, yeah","There's something 'bout the way The street looks when it's just rained There's a glow off the pavement, you walk me to the car And you know I wanna ask you to dance right there In the middle of the parking lot, yeah Oh, yeah We're driving down the road, I wonder if you know I'm trying so hard not to get caught up now But you're just so cool, run your hands through your hair Absentmindedly making me want you And I don't know how it gets better than this You take my hand and drag me head first, fearless And I don't know why but with you, I'd dance In a storm in my best dress, fearless So, baby, drive slow 'til we run out of road In this one horse town, I wanna stay right here In this passenger's seat You put your eyes on me In this moment now, capture it, remember it 'Cause I don't know how it gets better than this You take my hand and drag me head first, fearless And I don't know why but with you, I'd dance In a storm in my best dress, fearless Well, you stood there with me in the doorway My hands shake, I'm not usually this way but You pull me in and I'm a little more brave It's the first kiss, it's flawless, really something It's fearless Oh, yeah 'Cause I don't know how it gets better than this You take my hand and drag me head first, fearless And I don't know why but with you, I'd dance In a storm in my best dress, fearless 'Cause I don't know how it gets better than this You take my hand and drag me head first, fearless And I don't know why but with you, I'd dance In a storm in my best dress, fearless Oh, oh Oh, yeah"
Fearless,Fearless,Taylor Swift,,0.598,0.714,5,-4.397,1,0.0273,0.0364,1.04e-06,0.31,0.467,99.979,4,242000,False,F,major,F major,22.0,"[Verse 1]
There's something 'bout the way
The street looks when it's just rained
There's a glow off the pavement, you walk me to the car
And you know I wanna ask you to dance right there
In the middle of the parking lot, yeah
Oh, yeah

[Verse 2]
We're driving down the road, I wonder if you know
I'm trying so hard not to get caught up now
But you're just so cool, run your hands through your hair
Absentmindedly making me want you

[Chorus]
And I don't know how it gets better than this
You take my hand and drag me head first, fearless
And I don't know why but with you, I'd dance
In a storm in my best dress, fearless

[Verse 3]
So, baby, drive slow 'til we run out of road
In this one horse town, I wanna stay right here
In this passenger's seat
You put your eyes on me
In this moment now, capture it, remember it

[Chorus]
'Cause I don't know how it gets better than this
You take my hand and drag me head first, fearless
And I don't know why but with you, I'd dance
In a storm in my best dress, fearless

[Bridge]
Well, you stood there with me in the doorway
My hands shake, I'm not usually this way but
You pull me in and I'm a little more brave
It's the first kiss, it's flawless, really something
It's fearless
Oh, yeah

[Chorus]
'Cause I don't know how it gets better than this
You take my hand and drag me head first, fearless
And I don't know why but with you, I'd dance
In a storm in my best dress, fearless
'Cause I don't know how it gets better than this
You take my hand and drag me head first, fearless
And I don't know why but with you, I'd dance
In a storm in my best dress, fearless

[Outro]
Oh, oh
Oh, yeah","There's something 'bout the way The street looks when it's just rained There's a glow off the pavement, you walk me to the car And you know I wanna ask you to dance right there In the middle of the parking lot, yeah Oh, yeah We're driving down the road, I wonder if you know I'm trying so hard not to get caught up now But you're just so cool, run your hands through your hair Absentmindedly making me want you And I don't know how it gets better than this You take my hand and drag me head first, fearless And I don't know why but with you, I'd dance In a storm in my best dress, fearless So, baby, drive slow 'til we run out of road In this one horse town, I wanna stay right here In this passenger's seat You put your eyes on me In this moment now, capture it, remember it 'Cause I don't know how it gets better than this You take my hand and drag me head first, fearless And I don't know why but with you, I'd dance In a storm in my best dress, fearless Well, you stood there with me in the doorway My hands shake, I'm not usually this way but You pull me in and I'm a little more brave It's the first kiss, it's flawless, really something It's fearless Oh, yeah 'Cause I don't know how it gets better than this You take my hand and drag me head first, fearless And I don't know why but with you, I'd dance In a storm in my best dress, fearless 'Cause I don't know how it gets better than this You take my hand and drag me head first, fearless And I don't know why but with you, I'd dance In a storm in my best dress, fearless Oh, oh Oh, yeah"
Fearless,Fifteen,Taylor Swift,,0.559,0.636,7,-4.4,1,0.0263,0.0728,0.0,0.144,0.214,95.485,4,294347,False,G,major,G major,26.0,"[Verse 1]
You take a deep breath and you walk through the doors
It's the mornin' of your very first day
You say ""hi"" to your friends you ain't seen in a while
Try and stay out of everybody's way
It's your freshman year and you're gonna be here
For the next four years in this town
Hopin' one of those senior boys will wink at you and say
""You know, I haven't seen you around before""

[Chorus]
'Cause when you're fifteen and somebody tells you they love you
You're gonna believe them
And when you're fifteen, feelin' like there's nothin' to figure out
Well, count to ten, take it in
This is life before you know who you're gonna be
Fifteen

[Verse 2]
You sit in class next to a redhead named Abigail
And soon enough, you're best friends
Laughin' at the other girls who think they're so cool
We'll be outta here as soon as we can
And then, you're on your very first date and he's got a car
And you're feelin' like flyin'
And your mama's waitin' up and you're thinkin' he's the one
And you're dancin' 'round your room when the night ends
When the night ends

[Chorus]
'Cause when you're fifteen and somebody tells you they love you
You're gonna believe them
And when you're fifteen and your first kiss
Makes your head spin 'round
But in your life, you'll do things greater than
Dating the boy on the football team
But I didn't know it at fifteen

[Bridge]
When all you wanted was to be wanted
Wish you could go back and tell yourself what you know now
Back then, I swore I was gonna marry him someday
But I realized some bigger dreams of mine
And Abigail gave everything she had
To a boy who changed his mind
And we both cried

[Chorus]
'Cause when you're fifteen and somebody tells you they love you
You're gonna believe them
And when you're fifteen, don't forget to look before you fall
I've found time can heal most anything
And you just might find who you're supposed to be
I didn't know who I was supposed to be
At fifteen

[Post-Chorus]
La-la-la, la-la-la, la-la-la-la
La-la-la, la-la-la, la-la-la-la
La-la-la, la-la-la

[Outro]
Your very first day
Take a deep breath, girl
Take a deep breath as you walk through the doors","You take a deep breath and you walk through the doors It's the mornin' of your very first day You say ""hi"" to your friends you ain't seen in a while Try and stay out of everybody's way It's your freshman year and you're gonna be here For the next four years in this town Hopin' one of those senior boys will wink at you and say ""You know, I haven't seen you around before"" 'Cause when you're fifteen and somebody tells you they love you You're gonna believe them And when you're fifteen, feelin' like there's nothin' to figure out Well, count to ten, take it in This is life before you know who you're gonna be Fifteen You sit in class next to a redhead named Abigail And soon enough, you're best friends Laughin' at the other girls who think they're so cool We'll be outta here as soon as we can And then, you're on your very first date and he's got a car And you're feelin' like flyin' And your mama's waitin' up and you're thinkin' he's the one And you're dancin' 'round your room when the night ends When the night ends 'Cause when you're fifteen and somebody tells you they love you You're gonna believe them And when you're fifteen and your first kiss Makes your head spin 'round But in your life, you'll do things greater than Dating the boy on the football team But I didn't know it at fifteen When all you wanted was to be wanted Wish you could go back and tell yourself what you know now Back then, I swore I was gonna marry him someday But I realized some bigger dreams of mine And Abigail gave everything she had To a boy who changed his mind And we both cried 'Cause when you're fifteen and somebody tells you they love you You're gonna believe them And when you're fifteen, don't forget to look before you fall I've found time can heal most anything And you just might find who you're supposed to be I didn't know who I was supposed to be At fifteen La-la-la, la-la-la, la-la-la-la La-la-la, la-la-la, la-la-la-la La-la-la, la-la-la Your very first day Take a deep breath, girl Take a deep breath as you walk through the doors"
Fearless,Fifteen,Taylor Swift,,0.559,0.636,7,-4.4,1,0.0263,0.0728,0.0,0.144,0.214,95.485,4,294347,False,G,major,G major,36.0,"[Verse 1]
You take a deep breath and you walk through the doors
It's the mornin' of your very first day
You say ""hi"" to your friends you ain't seen in a while
Try and stay out of everybody's way
It's your freshman year and you're gonna be here
For the next four years in this town
Hopin' one of those senior boys will wink at you and say
""You know, I haven't seen you around before""

[Chorus]
'Cause when you're fifteen and somebody tells you they love you
You're gonna believe them
And when you're fifteen, feelin' like there's nothin' to figure out
Well, count to ten, take it in
This is life before you know who you're gonna be
Fifteen

[Verse 2]
You sit in class next to a redhead named Abigail
And soon enough, you're best friends
Laughin' at the other girls who think they're so cool
We'll be outta here as soon as we can
And then, you're on your very first date and he's got a car
And you're feelin' like flyin'
And your mama's waitin' up and you're thinkin' he's the one
And you're dancin' 'round your room when the night ends
When the night ends

[Chorus]
'Cause when you're fifteen and somebody tells you they love you
You're gonna believe them
And when you're fifteen and your first kiss
Makes your head spin 'round
But in your life, you'll do things greater than
Dating the boy on the football team
But I didn't know it at fifteen

[Bridge]
When all you wanted was to be wanted
Wish you could go back and tell yourself what you know now
Back then, I swore I was gonna marry him someday
But I realized some bigger dreams of mine
And Abigail gave everything she had
To a boy who changed his mind
And we both cried

[Chorus]
'Cause when you're fifteen and somebody tells you they love you
You're gonna believe them
And when you're fifteen, don't forget to look before you fall
I've found time can heal most anything
And you just might find who you're supposed to be
I didn't know who I was supposed to be
At fifteen

[Post-Chorus]
La-la-la, la-la-la, la-la-la-la
La-la-la, la-la-la, la-la-la-la
La-la-la, la-la-la

[Outro]
Your very first day
Take a deep breath, girl
Take a deep breath as you walk through the doors","You take a deep breath and you walk through the doors It's the mornin' of your very first day You say ""hi"" to your friends you ain't seen in a while Try and stay out of everybody's way It's your freshman year and you're gonna be here For the next four years in this town Hopin' one of those senior boys will wink at you and say ""You know, I haven't seen you around before"" 'Cause when you're fifteen and somebody tells you they love you You're gonna believe them And when you're fifteen, feelin' like there's nothin' to figure out Well, count to ten, take it in This is life before you know who you're gonna be Fifteen You sit in class next to a redhead named Abigail And soon enough, you're best friends Laughin' at the other girls who think they're so cool We'll be outta here as soon as we can And then, you're on your very first date and he's got a car And you're feelin' like flyin' And your mama's waitin' up and you're thinkin' he's the one And you're dancin' 'round your room when the night ends When the night ends 'Cause when you're fifteen and somebody tells you they love you You're gonna believe them And when you're fifteen and your first kiss Makes your head spin 'round But in your life, you'll do things greater than Dating the boy on the football team But I didn't know it at fifteen When all you wanted was to be wanted Wish you could go back and tell yourself what you know now Back then, I swore I was gonna marry him someday But I realized some bigger dreams of mine And Abigail gave everything she had To a boy who changed his mind And we both cried 'Cause when you're fifteen and somebody tells you they love you You're gonna believe them And when you're fifteen, don't forget to look before you fall I've found time can heal most anything And you just might find who you're supposed to be I didn't know who I was supposed to be At fifteen La-la-la, la-la-la, la-la-la-la La-la-la, la-la-la, la-la-la-la La-la-la, la-la-la Your very first day Take a deep breath, girl Take a deep breath as you walk through the doors"
